,Anfangswert 0,Anfangswert 237,Anfangswert 474,Anfangswert 711,Anfangswert 948,Anfangswert 1185,Anfangswert 1422,Anfangswert 1659,Anfangswert 1896,Anfangswert 2133,Anfangswert 2370,Anfangswert 2607,Anfangswert 2844,Anfangswert 3081,Anfangswert 3318,Anfangswert 3555,Anfangswert 3792,Anfangswert 4029,Anfangswert 4266,Anfangswert 4503,Anfangswert 4740,Anfangswert 4977,Anfangswert 5214,Anfangswert 5451,Anfangswert 5688,Anfangswert 5925,Anfangswert 6162,Anfangswert 6399,Anfangswert 6636,Anfangswert 6873,Anfangswert 7110,Anfangswert 7347,Anfangswert 7584,Anfangswert 7821,Anfangswert 8058,Anfangswert 8295,Anfangswert 8532,Anfangswert 8769,Anfangswert 9006,Anfangswert 9243,Anfangswert 9480,Anfangswert 9717,Anfangswert 9954
61,0.8816,0.0253,0.169,0.3127,0.4564,0.6001,0.7438,0.8875,0.0312,0.1749,0.3186,0.4623,0.606,0.7497,0.8934,0.0371,0.1808,0.3245,0.4682,0.6119,0.7556,0.8993,0.043,0.1867,0.3304,0.4741,0.6178,0.7615,0.9052,0.0489,0.1926,0.3363,0.48,0.6237,0.7674,0.9111,0.0548,0.1985,0.3422,0.4859,0.6296,0.7733,0.917
62,0.7872,0.8509,0.9146,0.9783,0.042,0.1057,0.1694,0.2331,0.2968,0.3605,0.4242,0.4879,0.5516,0.6153,0.679,0.7427,0.8064,0.8701,0.9338,0.9975,0.0612,0.1249,0.1886,0.2523,0.316,0.3797,0.4434,0.5071,0.5708,0.6345,0.6982,0.7619,0.8256,0.8893,0.953,0.0167,0.0804,0.1441,0.2078,0.2715,0.3352,0.3989,0.4626
63,0.6528,0.6365,0.6202,0.6039,0.5876,0.5713,0.555,0.5387,0.5224,0.5061,0.4898,0.4735,0.4572,0.4409,0.4246,0.4083,0.392,0.3757,0.3594,0.3431,0.3268,0.3105,0.2942,0.2779,0.2616,0.2453,0.229,0.2127,0.1964,0.1801,0.1638,0.1475,0.1312,0.1149,0.0986,0.0823,0.066,0.0497,0.0334,0.0171,0.0008,0.9845,0.9682
64,0.4784,0.3821,0.2858,0.1895,0.0932,0.9969,0.9006,0.8043,0.708,0.6117,0.5154,0.4191,0.3228,0.2265,0.1302,0.0339,0.9376,0.8413,0.745,0.6487,0.5524,0.4561,0.3598,0.2635,0.1672,0.0709,0.9746,0.8783,0.782,0.6857,0.5894,0.4931,0.3968,0.3005,0.2042,0.1079,0.0116,0.9153,0.819,0.7227,0.6264,0.5301,0.4338
65,0.264,0.0877,0.9114,0.7351,0.5588,0.3825,0.2062,0.0299,0.8536,0.6773,0.501,0.3247,0.1484,0.9721,0.7958,0.6195,0.4432,0.2669,0.0906,0.9143,0.738,0.5617,0.3854,0.2091,0.0328,0.8565,0.6802,0.5039,0.3276,0.1513,0.975,0.7987,0.6224,0.4461,0.2698,0.0935,0.9172,0.7409,0.5646,0.3883,0.212,0.0357,0.8594
66,0.0096,0.7533,0.497,0.2407,0.9844,0.7281,0.4718,0.2155,0.9592,0.7029,0.4466,0.1903,0.934,0.6777,0.4214,0.1651,0.9088,0.6525,0.3962,0.1399,0.8836,0.6273,0.371,0.1147,0.8584,0.6021,0.3458,0.0895,0.8332,0.5769,0.3206,0.0643,0.808,0.5517,0.2954,0.0391,0.7828,0.5265,0.2702,0.0139,0.7576,0.5013,0.245
67,0.7152,0.3789,0.0426,0.7063,0.37,0.0337,0.6974,0.3611,0.0248,0.6885,0.3522,0.0159,0.6796,0.3433,0.007,0.6707,0.3344,0.9981,0.6618,0.3255,0.9892,0.6529,0.3166,0.9803,0.644,0.3077,0.9714,0.6351,0.2988,0.9625,0.6262,0.2899,0.9536,0.6173,0.281,0.9447,0.6084,0.2721,0.9358,0.5995,0.2632,0.9269,0.5906
68,0.3808,0.9645,0.5482,0.1319,0.7156,0.2993,0.883,0.4667,0.0504,0.6341,0.2178,0.8015,0.3852,0.9689,0.5526,0.1363,0.72,0.3037,0.8874,0.4711,0.0548,0.6385,0.2222,0.8059,0.3896,0.9733,0.557,0.1407,0.7244,0.3081,0.8918,0.4755,0.0592,0.6429,0.2266,0.8103,0.394,0.9777,0.5614,0.1451,0.7288,0.3125,0.8962
69,0.0064,0.5101,0.0138,0.5175,0.0212,0.5249,0.0286,0.5323,0.036,0.5397,0.0434,0.5471,0.0508,0.5545,0.0582,0.5619,0.0656,0.5693,0.073,0.5767,0.0804,0.5841,0.0878,0.5915,0.0952,0.5989,0.1026,0.6063,0.11,0.6137,0.1174,0.6211,0.1248,0.6285,0.1322,0.6359,0.1396,0.6433,0.147,0.6507,0.1544,0.6581,0.1618
70,0.592,0.0157,0.4394,0.8631,0.2868,0.7105,0.1342,0.5579,0.9816,0.4053,0.829,0.2527,0.6764,0.1001,0.5238,0.9475,0.3712,0.7949,0.2186,0.6423,0.066,0.4897,0.9134,0.3371,0.7608,0.1845,0.6082,0.0319,0.4556,0.8793,0.303,0.7267,0.1504,0.5741,0.9978,0.4215,0.8452,0.2689,0.6926,0.1163,0.54,0.9637,0.3874
71,0.1376,0.4813,0.825,0.1687,0.5124,0.8561,0.1998,0.5435,0.8872,0.2309,0.5746,0.9183,0.262,0.6057,0.9494,0.2931,0.6368,0.9805,0.3242,0.6679,0.0116,0.3553,0.699,0.0427,0.3864,0.7301,0.0738,0.4175,0.7612,0.1049,0.4486,0.7923,0.136,0.4797,0.8234,0.1671,0.5108,0.8545,0.1982,0.5419,0.8856,0.2293,0.573
72,0.6432,0.9069,0.1706,0.4343,0.698,0.9617,0.2254,0.4891,0.7528,0.0165,0.2802,0.5439,0.8076,0.0713,0.335,0.5987,0.8624,0.1261,0.3898,0.6535,0.9172,0.1809,0.4446,0.7083,0.972,0.2357,0.4994,0.7631,0.0268,0.2905,0.5542,0.8179,0.0816,0.3453,0.609,0.8727,0.1364,0.4001,0.6638,0.9275,0.1912,0.4549,0.7186
73,0.1088,0.2925,0.4762,0.6599,0.8436,0.0273,0.211,0.3947,0.5784,0.7621,0.9458,0.1295,0.3132,0.4969,0.6806,0.8643,0.048,0.2317,0.4154,0.5991,0.7828,0.9665,0.1502,0.3339,0.5176,0.7013,0.885,0.0687,0.2524,0.4361,0.6198,0.8035,0.9872,0.1709,0.3546,0.5383,0.722,0.9057,0.0894,0.2731,0.4568,0.6405,0.8242
74,0.5344,0.6381,0.7418,0.8455,0.9492,0.0529,0.1566,0.2603,0.364,0.4677,0.5714,0.6751,0.7788,0.8825,0.9862,0.0899,0.1936,0.2973,0.401,0.5047,0.6084,0.7121,0.8158,0.9195,0.0232,0.1269,0.2306,0.3343,0.438,0.5417,0.6454,0.7491,0.8528,0.9565,0.0602,0.1639,0.2676,0.3713,0.475,0.5787,0.6824,0.7861,0.8898
75,0.92,0.9437,0.9674,0.9911,0.0148,0.0385,0.0622,0.0859,0.1096,0.1333,0.157,0.1807,0.2044,0.2281,0.2518,0.2755,0.2992,0.3229,0.3466,0.3703,0.394,0.4177,0.4414,0.4651,0.4888,0.5125,0.5362,0.5599,0.5836,0.6073,0.631,0.6547,0.6784,0.7021,0.7258,0.7495,0.7732,0.7969,0.8206,0.8443,0.868,0.8917,0.9154
76,0.2656,0.2093,0.153,0.0967,0.0404,0.9841,0.9278,0.8715,0.8152,0.7589,0.7026,0.6463,0.59,0.5337,0.4774,0.4211,0.3648,0.3085,0.2522,0.1959,0.1396,0.0833,0.027,0.9707,0.9144,0.8581,0.8018,0.7455,0.6892,0.6329,0.5766,0.5203,0.464,0.4077,0.3514,0.2951,0.2388,0.1825,0.1262,0.0699,0.0136,0.9573,0.901
77,0.5712,0.4349,0.2986,0.1623,0.026,0.8897,0.7534,0.6171,0.4808,0.3445,0.2082,0.0719,0.9356,0.7993,0.663,0.5267,0.3904,0.2541,0.1178,0.9815,0.8452,0.7089,0.5726,0.4363,0.3,0.1637,0.0274,0.8911,0.7548,0.6185,0.4822,0.3459,0.2096,0.0733,0.937,0.8007,0.6644,0.5281,0.3918,0.2555,0.1192,0.9829,0.8466
78,0.8368,0.6205,0.4042,0.1879,0.9716,0.7553,0.539,0.3227,0.1064,0.8901,0.6738,0.4575,0.2412,0.0249,0.8086,0.5923,0.376,0.1597,0.9434,0.7271,0.5108,0.2945,0.0782,0.8619,0.6456,0.4293,0.213,0.9967,0.7804,0.5641,0.3478,0.1315,0.9152,0.6989,0.4826,0.2663,0.05,0.8337,0.6174,0.4011,0.1848,0.9685,0.7522
79,0.0624,0.7661,0.4698,0.1735,0.8772,0.5809,0.2846,0.9883,0.692,0.3957,0.0994,0.8031,0.5068,0.2105,0.9142,0.6179,0.3216,0.0253,0.729,0.4327,0.1364,0.8401,0.5438,0.2475,0.9512,0.6549,0.3586,0.0623,0.766,0.4697,0.1734,0.8771,0.5808,0.2845,0.9882,0.6919,0.3956,0.0993,0.803,0.5067,0.2104,0.9141,0.6178
80,0.248,0.8717,0.4954,0.1191,0.7428,0.3665,0.9902,0.6139,0.2376,0.8613,0.485,0.1087,0.7324,0.3561,0.9798,0.6035,0.2272,0.8509,0.4746,0.0983,0.722,0.3457,0.9694,0.5931,0.2168,0.8405,0.4642,0.0879,0.7116,0.3353,0.959,0.5827,0.2064,0.8301,0.4538,0.0775,0.7012,0.3249,0.9486,0.5723,0.196,0.8197,0.4434
81,0.3936,0.9373,0.481,0.0247,0.5684,0.1121,0.6558,0.1995,0.7432,0.2869,0.8306,0.3743,0.918,0.4617,0.0054,0.5491,0.0928,0.6365,0.1802,0.7239,0.2676,0.8113,0.355,0.8987,0.4424,0.9861,0.5298,0.0735,0.6172,0.1609,0.7046,0.2483,0.792,0.3357,0.8794,0.4231,0.9668,0.5105,0.0542,0.5979,0.1416,0.6853,0.229
82,0.4992,0.9629,0.4266,0.8903,0.354,0.8177,0.2814,0.7451,0.2088,0.6725,0.1362,0.5999,0.0636,0.5273,0.991,0.4547,0.9184,0.3821,0.8458,0.3095,0.7732,0.2369,0.7006,0.1643,0.628,0.0917,0.5554,0.0191,0.4828,0.9465,0.4102,0.8739,0.3376,0.8013,0.265,0.7287,0.1924,0.6561,0.1198,0.5835,0.0472,0.5109,0.9746
83,0.5648,0.9485,0.3322,0.7159,0.0996,0.4833,0.867,0.2507,0.6344,0.0181,0.4018,0.7855,0.1692,0.5529,0.9366,0.3203,0.704,0.0877,0.4714,0.8551,0.2388,0.6225,0.0062,0.3899,0.7736,0.1573,0.541,0.9247,0.3084,0.6921,0.0758,0.4595,0.8432,0.2269,0.6106,0.9943,0.378,0.7617,0.1454,0.5291,0.9128,0.2965,0.6802
84,0.5904,0.8941,0.1978,0.5015,0.8052,0.1089,0.4126,0.7163,0.02,0.3237,0.6274,0.9311,0.2348,0.5385,0.8422,0.1459,0.4496,0.7533,0.057,0.3607,0.6644,0.9681,0.2718,0.5755,0.8792,0.1829,0.4866,0.7903,0.094,0.3977,0.7014,0.0051,0.3088,0.6125,0.9162,0.2199,0.5236,0.8273,0.131,0.4347,0.7384,0.0421,0.3458
85,0.576,0.7997,0.0234,0.2471,0.4708,0.6945,0.9182,0.1419,0.3656,0.5893,0.813,0.0367,0.2604,0.4841,0.7078,0.9315,0.1552,0.3789,0.6026,0.8263,0.05,0.2737,0.4974,0.7211,0.9448,0.1685,0.3922,0.6159,0.8396,0.0633,0.287,0.5107,0.7344,0.9581,0.1818,0.4055,0.6292,0.8529,0.0766,0.3003,0.524,0.7477,0.9714
86,0.5216,0.6653,0.809,0.9527,0.0964,0.2401,0.3838,0.5275,0.6712,0.8149,0.9586,0.1023,0.246,0.3897,0.5334,0.6771,0.8208,0.9645,0.1082,0.2519,0.3956,0.5393,0.683,0.8267,0.9704,0.1141,0.2578,0.4015,0.5452,0.6889,0.8326,0.9763,0.12,0.2637,0.4074,0.5511,0.6948,0.8385,0.9822,0.1259,0.2696,0.4133,0.557
87,0.4272,0.4909,0.5546,0.6183,0.682,0.7457,0.8094,0.8731,0.9368,0.0005,0.0642,0.1279,0.1916,0.2553,0.319,0.3827,0.4464,0.5101,0.5738,0.6375,0.7012,0.7649,0.8286,0.8923,0.956,0.0197,0.0834,0.1471,0.2108,0.2745,0.3382,0.4019,0.4656,0.5293,0.593,0.6567,0.7204,0.7841,0.8478,0.9115,0.9752,0.0389,0.1026
88,0.2928,0.2765,0.2602,0.2439,0.2276,0.2113,0.195,0.1787,0.1624,0.1461,0.1298,0.1135,0.0972,0.0809,0.0646,0.0483,0.032,0.0157,0.9994,0.9831,0.9668,0.9505,0.9342,0.9179,0.9016,0.8853,0.869,0.8527,0.8364,0.8201,0.8038,0.7875,0.7712,0.7549,0.7386,0.7223,0.706,0.6897,0.6734,0.6571,0.6408,0.6245,0.6082
89,0.1184,0.0221,0.9258,0.8295,0.7332,0.6369,0.5406,0.4443,0.348,0.2517,0.1554,0.0591,0.9628,0.8665,0.7702,0.6739,0.5776,0.4813,0.385,0.2887,0.1924,0.0961,0.9998,0.9035,0.8072,0.7109,0.6146,0.5183,0.422,0.3257,0.2294,0.1331,0.0368,0.9405,0.8442,0.7479,0.6516,0.5553,0.459,0.3627,0.2664,0.1701,0.0738
90,0.904,0.7277,0.5514,0.3751,0.1988,0.0225,0.8462,0.6699,0.4936,0.3173,0.141,0.9647,0.7884,0.6121,0.4358,0.2595,0.0832,0.9069,0.7306,0.5543,0.378,0.2017,0.0254,0.8491,0.6728,0.4965,0.3202,0.1439,0.9676,0.7913,0.615,0.4387,0.2624,0.0861,0.9098,0.7335,0.5572,0.3809,0.2046,0.0283,0.852,0.6757,0.4994
91,0.6496,0.3933,0.137,0.8807,0.6244,0.3681,0.1118,0.8555,0.5992,0.3429,0.0866,0.8303,0.574,0.3177,0.0614,0.8051,0.5488,0.2925,0.0362,0.7799,0.5236,0.2673,0.011,0.7547,0.4984,0.2421,0.9858,0.7295,0.4732,0.2169,0.9606,0.7043,0.448,0.1917,0.9354,0.6791,0.4228,0.1665,0.9102,0.6539,0.3976,0.1413,0.885
92,0.3552,0.0189,0.6826,0.3463,0.01,0.6737,0.3374,0.0011,0.6648,0.3285,0.9922,0.6559,0.3196,0.9833,0.647,0.3107,0.9744,0.6381,0.3018,0.9655,0.6292,0.2929,0.9566,0.6203,0.284,0.9477,0.6114,0.2751,0.9388,0.6025,0.2662,0.9299,0.5936,0.2573,0.921,0.5847,0.2484,0.9121,0.5758,0.2395,0.9032,0.5669,0.2306
93,0.0208,0.6045,0.1882,0.7719,0.3556,0.9393,0.523,0.1067,0.6904,0.2741,0.8578,0.4415,0.0252,0.6089,0.1926,0.7763,0.36,0.9437,0.5274,0.1111,0.6948,0.2785,0.8622,0.4459,0.0296,0.6133,0.197,0.7807,0.3644,0.9481,0.5318,0.1155,0.6992,0.2829,0.8666,0.4503,0.034,0.6177,0.2014,0.7851,0.3688,0.9525,0.5362
94,0.6464,0.1501,0.6538,0.1575,0.6612,0.1649,0.6686,0.1723,0.676,0.1797,0.6834,0.1871,0.6908,0.1945,0.6982,0.2019,0.7056,0.2093,0.713,0.2167,0.7204,0.2241,0.7278,0.2315,0.7352,0.2389,0.7426,0.2463,0.75,0.2537,0.7574,0.2611,0.7648,0.2685,0.7722,0.2759,0.7796,0.2833,0.787,0.2907,0.7944,0.2981,0.8018
95,0.232,0.6557,0.0794,0.5031,0.9268,0.3505,0.7742,0.1979,0.6216,0.0453,0.469,0.8927,0.3164,0.7401,0.1638,0.5875,0.0112,0.4349,0.8586,0.2823,0.706,0.1297,0.5534,0.9771,0.4008,0.8245,0.2482,0.6719,0.0956,0.5193,0.943,0.3667,0.7904,0.2141,0.6378,0.0615,0.4852,0.9089,0.3326,0.7563,0.18,0.6037,0.0274
96,0.7776,0.1213,0.465,0.8087,0.1524,0.4961,0.8398,0.1835,0.5272,0.8709,0.2146,0.5583,0.902,0.2457,0.5894,0.9331,0.2768,0.6205,0.9642,0.3079,0.6516,0.9953,0.339,0.6827,0.0264,0.3701,0.7138,0.0575,0.4012,0.7449,0.0886,0.4323,0.776,0.1197,0.4634,0.8071,0.1508,0.4945,0.8382,0.1819,0.5256,0.8693,0.213
97,0.2832,0.5469,0.8106,0.0743,0.338,0.6017,0.8654,0.1291,0.3928,0.6565,0.9202,0.1839,0.4476,0.7113,0.975,0.2387,0.5024,0.7661,0.0298,0.2935,0.5572,0.8209,0.0846,0.3483,0.612,0.8757,0.1394,0.4031,0.6668,0.9305,0.1942,0.4579,0.7216,0.9853,0.249,0.5127,0.7764,0.0401,0.3038,0.5675,0.8312,0.0949,0.3586
98,0.7488,0.9325,0.1162,0.2999,0.4836,0.6673,0.851,0.0347,0.2184,0.4021,0.5858,0.7695,0.9532,0.1369,0.3206,0.5043,0.688,0.8717,0.0554,0.2391,0.4228,0.6065,0.7902,0.9739,0.1576,0.3413,0.525,0.7087,0.8924,0.0761,0.2598,0.4435,0.6272,0.8109,0.9946,0.1783,0.362,0.5457,0.7294,0.9131,0.0968,0.2805,0.4642
99,0.1744,0.2781,0.3818,0.4855,0.5892,0.6929,0.7966,0.9003,0.004,0.1077,0.2114,0.3151,0.4188,0.5225,0.6262,0.7299,0.8336,0.9373,0.041,0.1447,0.2484,0.3521,0.4558,0.5595,0.6632,0.7669,0.8706,0.9743,0.078,0.1817,0.2854,0.3891,0.4928,0.5965,0.7002,0.8039,0.9076,0.0113,0.115,0.2187,0.3224,0.4261,0.5298
100,0.56,0.5837,0.6074,0.6311,0.6548,0.6785,0.7022,0.7259,0.7496,0.7733,0.797,0.8207,0.8444,0.8681,0.8918,0.9155,0.9392,0.9629,0.9866,0.0103,0.034,0.0577,0.0814,0.1051,0.1288,0.1525,0.1762,0.1999,0.2236,0.2473,0.271,0.2947,0.3184,0.3421,0.3658,0.3895,0.4132,0.4369,0.4606,0.4843,0.508,0.5317,0.5554
101,0.9056,0.8493,0.793,0.7367,0.6804,0.6241,0.5678,0.5115,0.4552,0.3989,0.3426,0.2863,0.23,0.1737,0.1174,0.0611,0.0048,0.9485,0.8922,0.8359,0.7796,0.7233,0.667,0.6107,0.5544,0.4981,0.4418,0.3855,0.3292,0.2729,0.2166,0.1603,0.104,0.0477,0.9914,0.9351,0.8788,0.8225,0.7662,0.7099,0.6536,0.5973,0.541
102,0.2112,0.0749,0.9386,0.8023,0.666,0.5297,0.3934,0.2571,0.1208,0.9845,0.8482,0.7119,0.5756,0.4393,0.303,0.1667,0.0304,0.8941,0.7578,0.6215,0.4852,0.3489,0.2126,0.0763,0.94,0.8037,0.6674,0.5311,0.3948,0.2585,0.1222,0.9859,0.8496,0.7133,0.577,0.4407,0.3044,0.1681,0.0318,0.8955,0.7592,0.6229,0.4866
103,0.4768,0.2605,0.0442,0.8279,0.6116,0.3953,0.179,0.9627,0.7464,0.5301,0.3138,0.0975,0.8812,0.6649,0.4486,0.2323,0.016,0.7997,0.5834,0.3671,0.1508,0.9345,0.7182,0.5019,0.2856,0.0693,0.853,0.6367,0.4204,0.2041,0.9878,0.7715,0.5552,0.3389,0.1226,0.9063,0.69,0.4737,0.2574,0.0411,0.8248,0.6085,0.3922
104,0.7024,0.4061,0.1098,0.8135,0.5172,0.2209,0.9246,0.6283,0.332,0.0357,0.7394,0.4431,0.1468,0.8505,0.5542,0.2579,0.9616,0.6653,0.369,0.0727,0.7764,0.4801,0.1838,0.8875,0.5912,0.2949,0.9986,0.7023,0.406,0.1097,0.8134,0.5171,0.2208,0.9245,0.6282,0.3319,0.0356,0.7393,0.443,0.1467,0.8504,0.5541,0.2578
105,0.888,0.5117,0.1354,0.7591,0.3828,0.0065,0.6302,0.2539,0.8776,0.5013,0.125,0.7487,0.3724,0.9961,0.6198,0.2435,0.8672,0.4909,0.1146,0.7383,0.362,0.9857,0.6094,0.2331,0.8568,0.4805,0.1042,0.7279,0.3516,0.9753,0.599,0.2227,0.8464,0.4701,0.0938,0.7175,0.3412,0.9649,0.5886,0.2123,0.836,0.4597,0.0834
106,0.0336,0.5773,0.121,0.6647,0.2084,0.7521,0.2958,0.8395,0.3832,0.9269,0.4706,0.0143,0.558,0.1017,0.6454,0.1891,0.7328,0.2765,0.8202,0.3639,0.9076,0.4513,0.995,0.5387,0.0824,0.6261,0.1698,0.7135,0.2572,0.8009,0.3446,0.8883,0.432,0.9757,0.5194,0.0631,0.6068,0.1505,0.6942,0.2379,0.7816,0.3253,0.869
107,0.1392,0.6029,0.0666,0.5303,0.994,0.4577,0.9214,0.3851,0.8488,0.3125,0.7762,0.2399,0.7036,0.1673,0.631,0.0947,0.5584,0.0221,0.4858,0.9495,0.4132,0.8769,0.3406,0.8043,0.268,0.7317,0.1954,0.6591,0.1228,0.5865,0.0502,0.5139,0.9776,0.4413,0.905,0.3687,0.8324,0.2961,0.7598,0.2235,0.6872,0.1509,0.6146
108,0.2048,0.5885,0.9722,0.3559,0.7396,0.1233,0.507,0.8907,0.2744,0.6581,0.0418,0.4255,0.8092,0.1929,0.5766,0.9603,0.344,0.7277,0.1114,0.4951,0.8788,0.2625,0.6462,0.0299,0.4136,0.7973,0.181,0.5647,0.9484,0.3321,0.7158,0.0995,0.4832,0.8669,0.2506,0.6343,0.018,0.4017,0.7854,0.1691,0.5528,0.9365,0.3202
109,0.2304,0.5341,0.8378,0.1415,0.4452,0.7489,0.0526,0.3563,0.66,0.9637,0.2674,0.5711,0.8748,0.1785,0.4822,0.7859,0.0896,0.3933,0.697,0.0007,0.3044,0.6081,0.9118,0.2155,0.5192,0.8229,0.1266,0.4303,0.734,0.0377,0.3414,0.6451,0.9488,0.2525,0.5562,0.8599,0.1636,0.4673,0.771,0.0747,0.3784,0.6821,0.9858
110,0.216,0.4397,0.6634,0.8871,0.1108,0.3345,0.5582,0.7819,0.0056,0.2293,0.453,0.6767,0.9004,0.1241,0.3478,0.5715,0.7952,0.0189,0.2426,0.4663,0.69,0.9137,0.1374,0.3611,0.5848,0.8085,0.0322,0.2559,0.4796,0.7033,0.927,0.1507,0.3744,0.5981,0.8218,0.0455,0.2692,0.4929,0.7166,0.9403,0.164,0.3877,0.6114
111,0.1616,0.3053,0.449,0.5927,0.7364,0.8801,0.0238,0.1675,0.3112,0.4549,0.5986,0.7423,0.886,0.0297,0.1734,0.3171,0.4608,0.6045,0.7482,0.8919,0.0356,0.1793,0.323,0.4667,0.6104,0.7541,0.8978,0.0415,0.1852,0.3289,0.4726,0.6163,0.76,0.9037,0.0474,0.1911,0.3348,0.4785,0.6222,0.7659,0.9096,0.0533,0.197
112,0.0672,0.1309,0.1946,0.2583,0.322,0.3857,0.4494,0.5131,0.5768,0.6405,0.7042,0.7679,0.8316,0.8953,0.959,0.0227,0.0864,0.1501,0.2138,0.2775,0.3412,0.4049,0.4686,0.5323,0.596,0.6597,0.7234,0.7871,0.8508,0.9145,0.9782,0.0419,0.1056,0.1693,0.233,0.2967,0.3604,0.4241,0.4878,0.5515,0.6152,0.6789,0.7426
113,0.9328,0.9165,0.9002,0.8839,0.8676,0.8513,0.835,0.8187,0.8024,0.7861,0.7698,0.7535,0.7372,0.7209,0.7046,0.6883,0.672,0.6557,0.6394,0.6231,0.6068,0.5905,0.5742,0.5579,0.5416,0.5253,0.509,0.4927,0.4764,0.4601,0.4438,0.4275,0.4112,0.3949,0.3786,0.3623,0.346,0.3297,0.3134,0.2971,0.2808,0.2645,0.2482
114,0.7584,0.6621,0.5658,0.4695,0.3732,0.2769,0.1806,0.0843,0.988,0.8917,0.7954,0.6991,0.6028,0.5065,0.4102,0.3139,0.2176,0.1213,0.025,0.9287,0.8324,0.7361,0.6398,0.5435,0.4472,0.3509,0.2546,0.1583,0.062,0.9657,0.8694,0.7731,0.6768,0.5805,0.4842,0.3879,0.2916,0.1953,0.099,0.0027,0.9064,0.8101,0.7138
115,0.544,0.3677,0.1914,0.0151,0.8388,0.6625,0.4862,0.3099,0.1336,0.9573,0.781,0.6047,0.4284,0.2521,0.0758,0.8995,0.7232,0.5469,0.3706,0.1943,0.018,0.8417,0.6654,0.4891,0.3128,0.1365,0.9602,0.7839,0.6076,0.4313,0.255,0.0787,0.9024,0.7261,0.5498,0.3735,0.1972,0.0209,0.8446,0.6683,0.492,0.3157,0.1394
116,0.2896,0.0333,0.777,0.5207,0.2644,0.0081,0.7518,0.4955,0.2392,0.9829,0.7266,0.4703,0.214,0.9577,0.7014,0.4451,0.1888,0.9325,0.6762,0.4199,0.1636,0.9073,0.651,0.3947,0.1384,0.8821,0.6258,0.3695,0.1132,0.8569,0.6006,0.3443,0.088,0.8317,0.5754,0.3191,0.0628,0.8065,0.5502,0.2939,0.0376,0.7813,0.525
117,0.9952,0.6589,0.3226,0.9863,0.65,0.3137,0.9774,0.6411,0.3048,0.9685,0.6322,0.2959,0.9596,0.6233,0.287,0.9507,0.6144,0.2781,0.9418,0.6055,0.2692,0.9329,0.5966,0.2603,0.924,0.5877,0.2514,0.9151,0.5788,0.2425,0.9062,0.5699,0.2336,0.8973,0.561,0.2247,0.8884,0.5521,0.2158,0.8795,0.5432,0.2069,0.8706
118,0.6608,0.2445,0.8282,0.4119,0.9956,0.5793,0.163,0.7467,0.3304,0.9141,0.4978,0.0815,0.6652,0.2489,0.8326,0.4163,0.0,0.5837,0.1674,0.7511,0.3348,0.9185,0.5022,0.0859,0.6696,0.2533,0.837,0.4207,0.0044,0.5881,0.1718,0.7555,0.3392,0.9229,0.5066,0.0903,0.674,0.2577,0.8414,0.4251,0.0088,0.5925,0.1762
119,0.2864,0.7901,0.2938,0.7975,0.3012,0.8049,0.3086,0.8123,0.316,0.8197,0.3234,0.8271,0.3308,0.8345,0.3382,0.8419,0.3456,0.8493,0.353,0.8567,0.3604,0.8641,0.3678,0.8715,0.3752,0.8789,0.3826,0.8863,0.39,0.8937,0.3974,0.9011,0.4048,0.9085,0.4122,0.9159,0.4196,0.9233,0.427,0.9307,0.4344,0.9381,0.4418
120,0.872,0.2957,0.7194,0.1431,0.5668,0.9905,0.4142,0.8379,0.2616,0.6853,0.109,0.5327,0.9564,0.3801,0.8038,0.2275,0.6512,0.0749,0.4986,0.9223,0.346,0.7697,0.1934,0.6171,0.0408,0.4645,0.8882,0.3119,0.7356,0.1593,0.583,0.0067,0.4304,0.8541,0.2778,0.7015,0.1252,0.5489,0.9726,0.3963,0.82,0.2437,0.6674
121,0.4176,0.7613,0.105,0.4487,0.7924,0.1361,0.4798,0.8235,0.1672,0.5109,0.8546,0.1983,0.542,0.8857,0.2294,0.5731,0.9168,0.2605,0.6042,0.9479,0.2916,0.6353,0.979,0.3227,0.6664,0.0101,0.3538,0.6975,0.0412,0.3849,0.7286,0.0723,0.416,0.7597,0.1034,0.4471,0.7908,0.1345,0.4782,0.8219,0.1656,0.5093,0.853
122,0.9232,0.1869,0.4506,0.7143,0.978,0.2417,0.5054,0.7691,0.0328,0.2965,0.5602,0.8239,0.0876,0.3513,0.615,0.8787,0.1424,0.4061,0.6698,0.9335,0.1972,0.4609,0.7246,0.9883,0.252,0.5157,0.7794,0.0431,0.3068,0.5705,0.8342,0.0979,0.3616,0.6253,0.889,0.1527,0.4164,0.6801,0.9438,0.2075,0.4712,0.7349,0.9986
123,0.3888,0.5725,0.7562,0.9399,0.1236,0.3073,0.491,0.6747,0.8584,0.0421,0.2258,0.4095,0.5932,0.7769,0.9606,0.1443,0.328,0.5117,0.6954,0.8791,0.0628,0.2465,0.4302,0.6139,0.7976,0.9813,0.165,0.3487,0.5324,0.7161,0.8998,0.0835,0.2672,0.4509,0.6346,0.8183,0.002,0.1857,0.3694,0.5531,0.7368,0.9205,0.1042
